_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,COP_DELIV_QTY,COP_DELIV_PERC,VWAP,mTIMESTAMP,Rolling_Delivery
65438f8057068b03d24e47d4,CHOLAFIN,EQ,N,1193.9,1141.2,1152.5,1177.45,1185.9,1149.0,1331739,1552207883.6,1272.9,658.0,66897,INE121A01024,2023-11-02,2023-11-01 18:30:00+00:00,2023-11-02T12:01:04.828Z,2023-11-02T12:01:04.828Z,0,470128,35.3,1165.55,02-Nov-2023,84.27733333333335
65438f7d57068b03d24e3e9e,CHOLAFIN,N0,N,1040.0,1040.0,1040.0,1040.0,1040.0,1030.0,9,9360.0,1044.0,1000.0,1,INE121A07RB5,2023-11-02,2023-11-01 18:30:00+00:00,2023-11-02T12:01:01.717Z,2023-11-02T12:01:01.717Z,0,9,100.0,1040.0,02-Nov-2023,84.27733333333335
65438f7d57068b03d24e3e9f,CHOLAFIN,N4,N,1030.0,1030.0,1030.0,1030.0,1030.0,1034.0,200,206000.0,1037.99,995.0,1,INE121A07QY9,2023-11-02,2023-11-01 18:30:00+00:00,2023-11-02T12:01:01.726Z,2023-11-02T12:01:01.726Z,0,200,100.0,1030.0,02-Nov-2023,84.27733333333335
65438f7e57068b03d24e4045,CHOLAFIN,N6,N,1010.0,1006.25,1006.25,1010.0,1010.0,1005.92,500,504337.5,1017.58,987.1,8,INE121A07RH2,2023-11-02,2023-11-01 18:30:00+00:00,2023-11-02T12:01:02.253Z,2023-11-02T12:01:02.253Z,0,500,100.0,1008.68,02-Nov-2023,84.27733333333335
65438f7e57068b03d24e4046,CHOLAFIN,N7,N,950.0,900.0,900.0,900.0,900.0,1000.0,200,182000.0,1030.0,900.0,3,INE121A07RG4,2023-11-02,2023-11-01 18:30:00+00:00,2023-11-02T12:01:02.253Z,2023-11-02T12:01:02.253Z,0,200,100.0,910.0,02-Nov-2023,86.51866666666668
65438f7e57068b03d24e4047,CHOLAFIN,NA,N,1011.25,1011.25,1011.25,1011.25,1011.25,1010.77,10,10112.5,1016.4,994.36,1,INE121A07RE9,2023-11-02,2023-11-01 18:30:00+00:00,2023-11-02T12:01:02.254Z,2023-11-02T12:01:02.254Z,0,10,100.0,1011.25,02-Nov-2023,86.51866666666668
6544e100a8d9736da5eca613,CHOLAFIN,EQ,N,1217.5,1128.5,1190.05,1134.3,1135.0,1177.45,4353899,5066557248.8,1272.9,658.0,132661,INE121A01024,2023-11-03,2023-11-02 18:30:00+00:00,2023-11-03T12:01:04.380Z,2023-11-03T12:01:04.380Z,0,2136185,49.06,1163.68,03-Nov-2023,86.48733333333334
6544e0fea8d9736da5ec9caf,CHOLAFIN,N0,N,1044.99,1044.99,1044.99,1044.99,1044.99,1040.0,1,1044.99,1044.99,1000.0,1,INE121A07RB5,2023-11-03,2023-11-02 18:30:00+00:00,2023-11-03T12:01:02.265Z,2023-11-03T12:01:02.265Z,0,1,100.0,1044.99,03-Nov-2023,86.48733333333334
6544e0fea8d9736da5ec9cb0,CHOLAFIN,N4,N,1043.0,1034.0,1034.0,1043.0,1043.0,1030.0,105,109065.0,1043.0,995.0,3,INE121A07QY9,2023-11-03,2023-11-02 18:30:00+00:00,2023-11-03T12:01:02.255Z,2023-11-03T12:01:02.255Z,0,105,100.0,1038.71,03-Nov-2023,88.84500000000001
6544e0fea8d9736da5ec9e5a,CHOLAFIN,N7,N,1002.0,1002.0,1002.0,1002.0,1002.0,900.0,1000,1002000.0,1030.0,900.0,6,INE121A07RG4,2023-11-03,2023-11-02 18:30:00+00:00,2023-11-03T12:01:02.646Z,2023-11-03T12:01:02.646Z,0,1000,100.0,1002.0,03-Nov-2023,88.84500000000001
6544e0fea8d9736da5ec9e5b,CHOLAFIN,NA,N,1011.94,1011.94,1011.94,1011.94,1011.94,1011.25,2,2023.88,1016.4,994.36,1,INE121A07RE9,2023-11-03,2023-11-02 18:30:00+00:00,2023-11-03T12:01:02.653Z,2023-11-03T12:01:02.653Z,0,2,100.0,1011.94,03-Nov-2023,88.84500000000001
6548d7d895404c48e146f3ca,CHOLAFIN,EQ,N,1155.0,1121.0,1142.0,1152.35,1152.0,1134.3,1566013,1787291647.95,1272.9,658.0,68118,INE121A01024,2023-11-06,2023-11-05 18:30:00+00:00,2023-11-06T12:11:04.147Z,2023-11-06T12:11:04.147Z,0,596600,38.1,1141.3,06-Nov-2023,86.78166666666668
6548d7d595404c48e146ea8c,CHOLAFIN,N2,N,1021.17,1021.17,1021.17,1021.17,1021.17,1021.16,9,9190.53,1224.0,990.0,1,INE121A07QW3,2023-11-06,2023-11-05 18:30:00+00:00,2023-11-06T12:11:01.551Z,2023-11-06T12:11:01.551Z,0,9,100.0,1021.17,06-Nov-2023,86.78166666666668
6548d7d595404c48e146ec37,CHOLAFIN,N6,N,1007.15,1007.15,1007.15,1007.15,1007.15,1010.0,1102,1109879.3,1017.58,987.1,11,INE121A07RH2,2023-11-06,2023-11-05 18:30:00+00:00,2023-11-06T12:11:01.959Z,2023-11-06T12:11:01.959Z,0,1102,100.0,1007.15,06-Nov-2023,86.78166666666668
654a26ff1d5cc51db43d4c6a,CHOLAFIN,EQ,N,1156.0,1113.0,1156.0,1142.4,1145.9,1152.35,2579066,2927943698.0,1272.9,658.0,145851,INE121A01024,2023-11-07,2023-11-06 18:30:00+00:00,2023-11-07T12:01:03.727Z,2023-11-07T12:01:03.727Z,0,898587,34.84,1135.27,07-Nov-2023,85.99766666666667
654a26fd1d5cc51db43d4336,CHOLAFIN,N0,N,1044.95,1044.95,1044.95,1044.95,1044.95,1044.99,1,1044.95,1044.99,1000.0,1,INE121A07RB5,2023-11-07,2023-11-06 18:30:00+00:00,2023-11-07T12:01:01.577Z,2023-11-07T12:01:01.577Z,0,1,100.0,1044.95,07-Nov-2023,87.60033333333334
654a26fd1d5cc51db43d4337,CHOLAFIN,N4,N,1044.0,1044.0,1044.0,1044.0,1044.0,1043.0,200,208800.0,1044.0,995.0,2,INE121A07QY9,2023-11-07,2023-11-06 18:30:00+00:00,2023-11-07T12:01:01.569Z,2023-11-07T12:01:01.569Z,0,200,100.0,1044.0,07-Nov-2023,87.60033333333334
654a26fd1d5cc51db43d44e3,CHOLAFIN,N7,N,1002.0,1002.0,1002.0,1002.0,1002.0,1002.0,10,10020.0,1030.0,900.0,1,INE121A07RG4,2023-11-07,2023-11-06 18:30:00+00:00,2023-11-07T12:01:02.006Z,2023-11-07T12:01:02.006Z,0,10,100.0,1002.0,07-Nov-2023,87.60033333333334
654b7880879d4c6075df8b68,CHOLAFIN,EQ,N,1149.5,1130.7,1144.0,1143.15,1141.0,1142.4,784749,895507050.5,1272.9,658.0,36538,INE121A01024,2023-11-08,2023-11-07 18:30:00+00:00,2023-11-08T12:01:04.267Z,2023-11-08T12:01:04.267Z,0,324825,41.39,1141.14,08-Nov-2023,87.11166666666666
654b787e879d4c6075df81ff,CHOLAFIN,N0,N,1035.0,1035.0,1035.0,1035.0,1035.0,1044.95,11,11385.0,1044.99,1000.0,1,INE121A07RB5,2023-11-08,2023-11-07 18:30:00+00:00,2023-11-08T12:01:02.171Z,2023-11-08T12:01:02.171Z,0,11,100.0,1035.0,08-Nov-2023,87.11166666666666
654b787e879d4c6075df83bb,CHOLAFIN,N6,N,1007.81,1007.81,1007.81,1007.81,1007.81,1007.15,10,10078.1,1017.58,987.1,1,INE121A07RH2,2023-11-08,2023-11-07 18:30:00+00:00,2023-11-08T12:01:02.595Z,2023-11-08T12:01:02.595Z,0,10,100.0,1007.81,08-Nov-2023,87.11166666666666
654cca0075231d5b067c418a,CHOLAFIN,EQ,N,1155.85,1135.25,1148.4,1152.05,1149.6,1143.15,806956,926932078.7,1272.9,658.0,38451,INE121A01024,2023-11-09,2023-11-08 18:30:00+00:00,2023-11-09T12:01:04.032Z,2023-11-09T12:01:04.032Z,0,420369,52.09,1148.68,09-Nov-2023,85.51466666666667
654cc9fe75231d5b067c39c4,CHOLAFIN,N6,N,1008.52,1007.85,1007.85,1008.52,1008.52,1007.81,450,453727.5,1017.58,987.1,3,INE121A07RH2,2023-11-09,2023-11-08 18:30:00+00:00,2023-11-09T12:01:02.100Z,2023-11-09T12:01:02.100Z,0,450,100.0,1008.28,09-Nov-2023,85.51466666666667
654e1b80075c0a42c2f40996,CHOLAFIN,EQ,N,1151.8,1132.05,1149.95,1148.25,1147.65,1152.05,650284,744056288.1,1272.9,658.0,40790,INE121A01024,2023-11-10,2023-11-09 18:30:00+00:00,2023-11-10T12:01:04.754Z,2023-11-10T12:01:04.754Z,0,269792,41.49,1144.2,10-Nov-2023,83.56433333333332
654e1b7e075c0a42c2f40208,CHOLAFIN,NB,N,975.0,975.0,975.0,975.0,975.0,1000.0,15,14625.0,1004.5,975.0,1,INE121A07RI0,2023-11-10,2023-11-09 18:30:00+00:00,2023-11-10T12:01:02.634Z,2023-11-10T12:01:02.634Z,0,15,100.0,975.0,10-Nov-2023,83.56433333333332
6550ec6f89ff78055182592d,CHOLAFIN,EQ,N,1160.0,1149.0,1157.8,1151.5,1150.5,1148.25,50964,58829789.2,1272.9,658.0,3152,INE121A01024,2023-11-12,2023-11-11 18:30:00+00:00,2023-11-12T15:17:03.935Z,2023-11-12T15:17:03.935Z,0,19657,38.57,1154.34,12-Nov-2023,83.137
6550ec6e89ff780551825272,CHOLAFIN,NA,N,1049.0,1049.0,1049.0,1049.0,1049.0,1011.94,45,47205.0,1049.0,994.36,1,INE121A07RE9,2023-11-12,2023-11-11 18:30:00+00:00,2023-11-12T15:17:02.312Z,2023-11-12T15:17:02.312Z,0,45,100.0,1049.0,12-Nov-2023,83.137
6552100018337c1b15d49fa7,CHOLAFIN,EQ,N,1153.55,1135.0,1147.95,1148.9,1150.0,1151.5,979664,1123267159.6,1272.9,658.0,79105,INE121A01024,2023-11-13,2023-11-12 18:30:00+00:00,2023-11-13T12:01:04.198Z,2023-11-13T12:01:04.198Z,0,442054,45.12,1146.58,13-Nov-2023,82.532
65520ffe18337c1b15d497e9,CHOLAFIN,N7,N,1002.0,1002.0,1002.0,1002.0,1002.0,1002.0,500,501000.0,1030.0,900.0,2,INE121A07RG4,2023-11-13,2023-11-12 18:30:00+00:00,2023-11-13T12:01:02.438Z,2023-11-13T12:01:02.438Z,0,500,100.0,1002.0,13-Nov-2023,82.532
65520ffe18337c1b15d497ea,CHOLAFIN,NA,N,1049.0,1049.0,1049.0,1049.0,1049.0,1049.0,40,41960.0,1049.0,994.36,1,INE121A07RE9,2023-11-13,2023-11-12 18:30:00+00:00,2023-11-13T12:01:02.444Z,2023-11-13T12:01:02.444Z,0,40,100.0,1049.0,13-Nov-2023,82.532
6554b3184157181b522b9395,CHOLAFIN,EQ,N,1174.6,1154.0,1165.0,1166.75,1169.0,1148.9,1514890,1765519231.25,1272.9,658.0,56576,INE121A01024,2023-11-15,2023-11-14 18:30:00+00:00,2023-11-15T12:01:28.866Z,2023-11-15T12:01:28.866Z,0,958015,63.24,1165.44,15-Nov-2023,83.46333333333332
6554b3154157181b522b896e,CHOLAFIN,N0,N,1035.0,1030.0,1031.0,1035.0,1035.0,1035.0,200,206350.0,1044.99,1000.0,4,INE121A07RB5,2023-11-15,2023-11-14 18:30:00+00:00,2023-11-15T12:01:25.991Z,2023-11-15T12:01:25.991Z,0,200,100.0,1031.75,15-Nov-2023,83.46333333333332
6554b3164157181b522b8b4d,CHOLAFIN,NA,N,1053.45,1053.45,1053.45,1053.45,1053.45,1049.0,15,15801.75,1053.45,994.36,1,INE121A07RE9,2023-11-15,2023-11-14 18:30:00+00:00,2023-11-15T12:01:26.565Z,2023-11-15T12:01:26.565Z,0,15,100.0,1053.45,15-Nov-2023,83.46333333333332
655604817827e57e5832cb5f,CHOLAFIN,EQ,N,1176.1,1156.0,1168.95,1165.3,1162.2,1166.75,848317,990425670.25,1272.9,658.0,55597,INE121A01024,2023-11-16,2023-11-15 18:30:00+00:00,2023-11-16T12:01:05.323Z,2023-11-16T12:01:05.323Z,0,431589,50.88,1167.52,16-Nov-2023,81.826
6556047e7827e57e5832c1be,CHOLAFIN,N0,N,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,10,10350.0,1044.99,1000.0,1,INE121A07RB5,2023-11-16,2023-11-15 18:30:00+00:00,2023-11-16T12:01:02.241Z,2023-11-16T12:01:02.241Z,0,10,100.0,1035.0,16-Nov-2023,81.826
6556047e7827e57e5832c382,CHOLAFIN,N6,N,1014.0,1014.0,1014.0,1014.0,1014.0,1008.52,50,50700.0,1017.58,987.1,1,INE121A07RH2,2023-11-16,2023-11-15 18:30:00+00:00,2023-11-16T12:01:02.793Z,2023-11-16T12:01:02.793Z,0,50,100.0,1014.0,16-Nov-2023,81.826
65575600e1720fcb41e4a084,CHOLAFIN,EQ,N,1148.8,1115.85,1142.05,1126.4,1125.0,1165.3,2028903,2291651622.85,1272.9,658.0,125789,INE121A01024,2023-11-17,2023-11-16 18:30:00+00:00,2023-11-17T12:01:04.306Z,2023-11-17T12:01:04.306Z,0,1035932,51.06,1129.5,17-Nov-2023,81.89266666666666
655755fee1720fcb41e496ea,CHOLAFIN,N4,N,1039.99,1039.99,1039.99,1039.99,1039.99,1044.0,50,51999.5,1044.0,995.0,1,INE121A07QY9,2023-11-17,2023-11-16 18:30:00+00:00,2023-11-17T12:01:02.027Z,2023-11-17T12:01:02.027Z,0,50,100.0,1039.99,17-Nov-2023,81.89266666666666
655b4a803f0ac52423696f78,CHOLAFIN,EQ,N,1138.6,1120.7,1129.9,1126.65,1126.3,1126.4,2168137,2445722286.0,1272.9,658.0,77948,INE121A01024,2023-11-20,2023-11-19 18:30:00+00:00,2023-11-20T12:01:04.070Z,2023-11-20T12:01:04.070Z,0,1466798,67.65,1128.03,20-Nov-2023,80.81433333333332
655b4a7d3f0ac524236965f8,CHOLAFIN,N3,N,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,25,25000.0,1000.0,1000.0,1,INE121A07QZ6,2023-11-20,2023-11-19 18:30:00+00:00,2023-11-20T12:01:01.680Z,2023-11-20T12:01:01.680Z,0,25,100.0,1000.0,20-Nov-2023,80.81433333333332
655b4a7d3f0ac524236965f9,CHOLAFIN,N4,N,1040.0,1039.99,1040.0,1039.99,1039.99,1039.99,520,540799.95,1044.0,995.0,11,INE121A07QY9,2023-11-20,2023-11-19 18:30:00+00:00,2023-11-20T12:01:01.684Z,2023-11-20T12:01:01.684Z,0,370,71.15,1040.0,20-Nov-2023,79.85266666666666
655b4a7e3f0ac524236967b9,CHOLAFIN,N6,N,1018.13,1018.13,1018.13,1018.13,1018.13,1014.0,100,101813.0,1018.13,987.1,1,INE121A07RH2,2023-11-20,2023-11-19 18:30:00+00:00,2023-11-20T12:01:02.217Z,2023-11-20T12:01:02.217Z,0,100,100.0,1018.13,20-Nov-2023,81.916
655b4a7e3f0ac524236967ba,CHOLAFIN,NA,N,1019.0,1019.0,1019.0,1019.0,1019.0,1053.45,280,285320.0,1053.45,994.36,4,INE121A07RE9,2023-11-20,2023-11-19 18:30:00+00:00,2023-11-20T12:01:02.224Z,2023-11-20T12:01:02.224Z,0,280,100.0,1019.0,20-Nov-2023,81.916
655c9c003e05bb7dba49ee6c,CHOLAFIN,EQ,N,1132.9,1097.6,1126.0,1103.85,1103.9,1126.65,3119172,3468792961.8,1272.9,658.0,130536,INE121A01024,2023-11-21,2023-11-20 18:30:00+00:00,2023-11-21T12:01:04.788Z,2023-11-21T12:01:04.788Z,0,2047080,65.63,1112.09,21-Nov-2023,80.77033333333334
655c9bfd3e05bb7dba49e4eb,CHOLAFIN,N0,N,1050.0,1036.28,1036.28,1050.0,1050.0,1035.0,15,15612.8,1050.0,1000.0,2,INE121A07RB5,2023-11-21,2023-11-20 18:30:00+00:00,2023-11-21T12:01:01.932Z,2023-11-21T12:01:01.932Z,0,15,100.0,1040.85,21-Nov-2023,82.94233333333334
655c9bfd3e05bb7dba49e4ec,CHOLAFIN,N4,N,1030.0,1029.0,1029.0,1029.2,1030.0,1039.99,500,514600.0,1044.0,995.0,2,INE121A07QY9,2023-11-21,2023-11-20 18:30:00+00:00,2023-11-21T12:01:01.934Z,2023-11-21T12:01:01.934Z,0,500,100.0,1029.2,21-Nov-2023,82.94233333333334
655c9bfe3e05bb7dba49e6b5,CHOLAFIN,N6,N,1010.75,1010.75,1010.75,1010.75,1010.75,1018.13,250,252687.5,1018.13,987.1,1,INE121A07RH2,2023-11-21,2023-11-20 18:30:00+00:00,2023-11-21T12:01:02.603Z,2023-11-21T12:01:02.603Z,0,250,100.0,1010.75,21-Nov-2023,82.94233333333334
655c9bfe3e05bb7dba49e6b6,CHOLAFIN,NA,N,1016.25,1016.25,1016.25,1016.25,1016.25,1019.0,25,25406.25,1053.45,994.36,1,INE121A07RE9,2023-11-21,2023-11-20 18:30:00+00:00,2023-11-21T12:01:02.606Z,2023-11-21T12:01:02.606Z,0,25,100.0,1016.25,21-Nov-2023,82.94233333333334
655ded801585b31c379db0d7,CHOLAFIN,EQ,N,1133.95,1101.75,1103.85,1120.95,1121.4,1103.85,1708687,1917880743.95,1272.9,658.0,82842,INE121A01024,2023-11-22,2023-11-21 18:30:00+00:00,2023-11-22T12:01:04.034Z,2023-11-22T12:01:04.034Z,0,868078,50.8,1122.43,22-Nov-2023,83.256
655ded7d1585b31c379da75b,CHOLAFIN,N0,N,1050.0,1038.83,1049.95,1038.83,1038.83,1050.0,40,41664.65,1050.0,1000.0,4,INE121A07RB5,2023-11-22,2023-11-21 18:30:00+00:00,2023-11-22T12:01:01.540Z,2023-11-22T12:01:01.540Z,0,40,100.0,1041.62,22-Nov-2023,83.256
655ded7e1585b31c379da919,CHOLAFIN,N7,N,1002.0,1002.0,1002.0,1002.0,1002.0,1002.0,100,100200.0,1030.0,900.0,2,INE121A07RG4,2023-11-22,2023-11-21 18:30:00+00:00,2023-11-22T12:01:02.042Z,2023-11-22T12:01:02.042Z,0,100,100.0,1002.0,22-Nov-2023,83.256
655f3f001090432024b6998b,CHOLAFIN,EQ,N,1137.0,1112.45,1130.0,1115.0,1115.0,1120.95,696088,778732560.75,1272.9,658.0,52882,INE121A01024,2023-11-23,2023-11-22 18:30:00+00:00,2023-11-23T12:01:04.805Z,2023-11-23T12:01:04.805Z,0,344154,49.44,1118.73,23-Nov-2023,83.16766666666666
655f3efe1090432024b69032,CHOLAFIN,N1,N,1033.0,950.0,950.0,1033.0,1033.0,1028.0,125,120770.0,1033.0,950.0,4,INE121A07RA7,2023-11-23,2023-11-22 18:30:00+00:00,2023-11-23T12:01:02.317Z,2023-11-23T12:01:02.317Z,0,100,80.0,966.16,23-Nov-2023,82.50099999999999
655f3efe1090432024b691f6,CHOLAFIN,N6,N,1015.0,1015.0,1015.0,1015.0,1015.0,1010.75,40,40600.0,1018.13,987.1,1,INE121A07RH2,2023-11-23,2023-11-22 18:30:00+00:00,2023-11-23T12:01:02.805Z,2023-11-23T12:01:02.805Z,0,40,100.0,1015.0,23-Nov-2023,84.45133333333334
6560907fd6b5a44efeb3c21d,CHOLAFIN,EQ,N,1124.15,1091.3,1117.0,1094.5,1095.7,1115.0,1350899,1486839110.1,1272.9,658.0,81649,INE121A01024,2023-11-24,2023-11-23 18:30:00+00:00,2023-11-24T12:01:03.779Z,2023-11-24T12:01:03.779Z,0,797943,59.07,1100.63,24-Nov-2023,83.087
6565d680eebd226fdec84813,CHOLAFIN,EQ,N,1108.0,1085.4,1092.05,1106.25,1105.15,1094.5,2445247,2679742000.4,1272.9,658.0,114366,INE121A01024,2023-11-28,2023-11-27 18:30:00+00:00,2023-11-28T12:01:04.158Z,2023-11-28T12:01:04.158Z,0,1644244,67.24,1095.9,28-Nov-2023,84.04266666666666
6565d67eeebd226fdec84037,CHOLAFIN,N6,N,1011.0,1001.0,1011.0,1003.0,1003.0,1015.0,400,401617.95,1018.13,987.1,10,INE121A07RH2,2023-11-28,2023-11-27 18:30:00+00:00,2023-11-28T12:01:02.168Z,2023-11-28T12:01:02.168Z,0,400,100.0,1004.04,28-Nov-2023,84.04266666666666
6567280045164acaeba0086a,CHOLAFIN,EQ,N,1119.5,1102.25,1109.0,1110.45,1109.1,1106.25,967327,1074805081.65,1272.9,658.0,82636,INE121A01024,2023-11-29,2023-11-28 18:30:00+00:00,2023-11-29T12:01:04.592Z,2023-11-29T12:01:04.592Z,0,550755,56.94,1111.11,29-Nov-2023,84.43666666666667
656727fd45164acaeb9ffef9,CHOLAFIN,N0,N,1042.82,1038.83,1042.82,1038.83,1038.83,1038.83,20,20816.5,1050.0,1000.0,2,INE121A07RB5,2023-11-29,2023-11-28 18:30:00+00:00,2023-11-29T12:01:01.989Z,2023-11-29T12:01:01.989Z,0,20,100.0,1040.83,29-Nov-2023,84.43666666666667
656727fd45164acaeb9ffefa,CHOLAFIN,N4,N,1030.0,1030.0,1030.0,1030.0,1030.0,1029.2,200,206000.0,1044.0,995.0,1,INE121A07QY9,2023-11-29,2023-11-28 18:30:00+00:00,2023-11-29T12:01:01.998Z,2023-11-29T12:01:01.998Z,0,200,100.0,1030.0,29-Nov-2023,84.43666666666667
6568797f1ea8db5878402c5e,CHOLAFIN,EQ,N,1126.0,1099.55,1109.95,1117.45,1118.5,1110.45,4152570,4613698098.65,1272.9,658.0,138124,INE121A01024,2023-11-30,2023-11-29 18:30:00+00:00,2023-11-30T12:01:03.735Z,2023-11-30T12:01:03.735Z,0,3312409,79.77,1111.05,30-Nov-2023,84.98766666666667
6568797d1ea8db58784022d4,CHOLAFIN,N0,N,1050.0,1030.01,1030.01,1047.99,1047.99,1038.83,200,209369.9,1050.0,1000.0,4,INE121A07RB5,2023-11-30,2023-11-29 18:30:00+00:00,2023-11-30T12:01:01.519Z,2023-11-30T12:01:01.519Z,0,200,100.0,1046.85,30-Nov-2023,84.98766666666667
6568797e1ea8db5878402488,CHOLAFIN,N6,N,1003.03,1003.01,1003.03,1003.01,1003.01,1003.0,100,100301.56,1018.13,987.1,3,INE121A07RH2,2023-11-30,2023-11-29 18:30:00+00:00,2023-11-30T12:01:02.034Z,2023-11-30T12:01:02.034Z,0,100,100.0,1003.02,30-Nov-2023,84.98766666666667
6568797e1ea8db5878402489,CHOLAFIN,N7,N,1002.0,1002.0,1002.0,1002.0,1002.0,1002.0,50,50100.0,1030.0,900.0,1,INE121A07RG4,2023-11-30,2023-11-29 18:30:00+00:00,2023-11-30T12:01:02.036Z,2023-11-30T12:01:02.036Z,0,50,100.0,1002.0,30-Nov-2023,86.625
6568797e1ea8db587840248a,CHOLAFIN,NB,N,1000.0,1000.0,1000.0,1000.0,1000.0,975.0,50,50000.0,1004.5,975.0,1,INE121A07RI0,2023-11-30,2023-11-29 18:30:00+00:00,2023-11-30T12:01:02.040Z,2023-11-30T12:01:02.040Z,0,50,100.0,1000.0,30-Nov-2023,86.625
6569cb00d3a7a71b97dde50e,CHOLAFIN,EQ,N,1139.0,1120.0,1128.6,1128.2,1123.9,1117.45,1040604,1172885536.8,1272.9,658.0,56353,INE121A01024,2023-12-01,2023-11-30 18:30:00+00:00,2023-12-01T12:01:04.252Z,2023-12-01T12:01:04.252Z,0,579882,55.73,1127.12,01-Dec-2023,85.14933333333333
6569cafdd3a7a71b97ddda90,CHOLAFIN,N0,N,1045.0,1040.0,1045.0,1040.0,1040.0,1047.99,65,67875.0,1050.0,1000.0,4,INE121A07RB5,2023-12-01,2023-11-30 18:30:00+00:00,2023-12-01T12:01:01.603Z,2023-12-01T12:01:01.603Z,0,65,100.0,1044.23,01-Dec-2023,86.78066666666668
